,account_length,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,customer_service_calls,churn
1712,57,30.46,24.07,10.26,3.97,1,0
1713,71,41.43,5.1,8.5,3.05,0,0
1714,56,27.59,12.67,11.5,4.0,4,1
1715,73,13.99,21.77,10.33,3.19,6,1
1716,70,33.76,18.18,7.7,2.86,2,0
1717,148,35.56,9.91,4.93,4.46,2,0
1718,117,17.48,17.57,13.46,2.73,1,0
1719,71,47.18,11.2,5.71,2.21,1,0
1720,90,31.25,19.52,6.48,2.08,1,0
1721,112,48.72,26.8,8.73,2.78,1,0
1722,125,20.49,19.36,7.13,2.75,1,0
1723,69,47.57,21.14,7.69,2.27,2,1
1724,149,28.32,18.6,9.37,2.21,7,0
1725,13,9.93,22.29,7.15,3.21,1,0
1726,64,34.22,12.22,6.76,3.32,1,0
1727,107,19.43,16.98,8.76,2.03,1,0
1728,116,34.8,17.8,9.58,1.89,2,0
1729,70,25.01,17.0,10.57,3.38,3,0
1730,75,33.69,23.83,5.83,3.05,1,0
1731,42,27.85,15.11,8.57,2.19,0,0
1732,79,37.55,16.34,7.25,3.29,1,0
1733,125,35.02,16.84,6.12,3.56,0,0
1734,107,46.5,15.62,6.92,2.97,2,0
1735,116,38.98,15.68,7.57,2.38,2,0
1736,108,34.19,14.51,10.68,3.13,3,0
1737,109,45.63,12.8,13.41,2.62,2,1
1738,117,33.32,27.43,10.15,1.0,1,0
1739,48,29.22,13.52,6.28,2.05,2,0
1740,36,26.79,15.67,10.82,3.21,0,0
1741,57,32.88,19.69,10.18,3.0,2,0
1742,18,46.51,9.74,11.28,2.21,1,0
1743,103,33.75,3.61,8.06,3.35,0,0
1744,123,21.88,10.0,8.93,2.92,0,0
1745,137,21.59,27.47,6.48,2.03,1,0
1746,84,49.15,19.87,10.06,3.43,2,1
1747,123,38.08,17.91,10.44,0.57,0,0
1748,114,26.25,18.82,9.38,2.78,0,0
1749,61,24.4,20.62,6.65,3.05,0,0
1750,86,32.39,15.27,11.63,2.73,3,0
1751,84,12.8,15.29,8.72,3.32,1,0
1752,189,43.64,12.79,5.54,3.08,3,0
1753,80,31.31,14.24,9.58,2.7,0,0
1754,100,42.13,11.05,6.04,1.86,1,0
1755,124,53.04,15.3,7.59,3.46,1,1
1756,88,45.02,20.86,7.22,4.0,1,1
1757,91,34.78,11.56,9.47,1.78,3,0
1758,45,19.18,18.6,10.81,2.43,2,0
1759,100,31.45,15.51,12.37,1.38,1,0
1760,113,12.33,17.34,5.31,1.78,1,0
1761,128,33.88,16.56,13.42,3.86,4,0
1762,68,27.0,18.0,8.91,2.78,1,0
1763,195,10.74,18.72,8.28,1.38,0,0
1764,40,25.18,14.41,9.63,1.67,2,0
1765,57,34.2,23.81,6.94,3.19,1,0
1766,94,30.86,16.99,12.95,1.78,1,0
1767,103,29.19,12.28,7.11,1.84,3,0
1768,45,13.29,21.54,11.48,4.86,1,0
1769,194,27.59,18.16,8.64,2.94,0,0
1770,121,32.95,16.8,9.85,1.59,0,0
1771,107,20.93,13.46,11.52,2.51,0,0
1772,92,29.97,7.94,9.32,2.59,2,0
1773,68,30.38,21.45,11.51,2.27,1,0
1774,114,28.76,12.74,8.86,1.24,2,0
1775,113,22.46,21.04,11.08,1.86,3,0
1776,74,48.03,18.69,7.65,2.54,1,1
1777,55,37.57,14.06,10.59,2.62,1,0
1778,85,35.75,16.64,9.97,3.02,1,0
1779,77,39.75,22.65,9.57,2.05,2,0
1780,120,16.69,15.87,6.6,2.51,2,0
1781,127,16.3,13.56,6.88,2.81,1,0
1782,115,25.14,19.41,13.49,2.59,3,0
1783,124,28.78,15.18,10.9,3.29,1,0
1784,149,29.95,12.33,11.23,1.54,0,0
1785,121,36.24,10.26,11.0,2.03,1,0
1786,75,38.2,16.32,9.55,3.05,3,0
1787,169,30.46,14.89,10.29,2.67,2,0
1788,125,44.34,13.91,12.23,4.59,1,1
1789,71,43.93,10.78,8.21,2.62,4,0
1790,111,38.23,16.31,10.35,2.78,0,0
1791,52,35.67,14.56,6.96,2.67,4,0
1792,138,32.32,18.97,11.53,3.83,0,0
1793,59,32.25,9.85,9.93,2.0,0,0
1794,163,37.33,17.88,10.92,3.73,2,0
1795,157,33.32,18.14,8.86,2.13,1,0
1796,115,20.74,18.72,8.09,2.92,2,1
1797,73,34.56,12.06,9.03,2.3,0,0
1798,157,28.66,17.43,7.91,1.59,3,0
1799,53,4.4,17.55,10.26,1.76,1,0
1800,65,25.28,22.02,6.73,3.43,2,0
1801,107,34.31,25.92,10.15,3.21,1,0
1802,145,43.81,13.78,12.91,3.0,2,0
1803,83,46.33,21.51,8.14,2.35,3,0
1804,22,35.31,17.9,10.72,2.59,0,0
1805,116,24.89,15.01,9.57,2.11,1,0
1806,65,19.86,15.21,8.21,3.81,1,0
1807,128,33.25,22.76,7.42,4.32,0,0
1808,63,35.99,23.09,9.15,2.0,0,0
1809,77,27.71,18.62,10.5,1.81,2,0
1810,139,16.35,15.21,8.19,3.48,2,0
1811,61,49.08,17.32,9.14,2.32,0,0
1812,51,8.81,19.57,10.24,2.81,2,0
1813,95,40.48,15.91,8.55,3.19,4,0
1814,110,41.0,14.82,11.04,2.3,2,0
1815,106,45.95,18.29,11.43,3.89,1,1
1816,65,26.88,27.39,9.45,2.4,1,0
1817,98,27.4,21.44,7.21,1.19,4,0
1818,160,35.07,20.49,10.25,3.16,0,0
1819,155,33.3,18.18,3.97,2.32,0,0
1820,129,31.62,22.3,4.45,3.11,4,0
1821,161,33.42,14.47,8.74,3.38,1,0
1822,78,27.59,16.35,10.83,2.73,2,0
1823,172,34.66,19.89,7.23,4.81,4,0
1824,111,21.9,13.37,6.63,2.78,2,0
1825,73,16.13,21.52,7.88,3.83,2,0
1826,118,38.18,19.2,12.11,3.38,2,0
1827,68,26.74,18.78,9.85,3.24,1,0
1828,41,34.49,13.07,5.11,2.43,3,0
1829,64,21.62,13.85,11.13,2.19,0,0
1830,73,33.12,14.21,4.51,2.92,1,0
1831,106,37.91,9.36,8.49,1.92,0,0
1832,88,36.65,18.38,7.71,3.19,3,0
1833,84,27.03,14.27,7.54,3.32,1,0
1834,167,37.25,20.65,7.6,2.73,2,0
1835,141,24.91,14.44,10.75,2.21,0,0
1836,111,30.91,13.44,11.98,2.62,0,0
1837,166,29.56,23.49,8.59,4.13,0,0
1838,34,21.22,23.99,14.02,2.7,2,0
1839,76,29.44,11.15,7.69,1.46,0,0
1840,90,21.32,22.87,10.74,2.97,1,0
1841,67,28.53,14.25,4.96,2.27,1,0
1842,176,37.94,18.22,6.95,2.73,3,0
1843,110,27.54,21.04,7.0,2.4,0,0
1844,79,7.12,17.94,10.71,3.08,1,0
1845,131,44.78,12.91,9.83,2.89,2,0
1846,39,24.09,19.75,9.99,3.24,1,0
1847,88,19.33,14.03,6.37,2.92,1,0
1848,177,32.22,14.99,10.17,3.83,1,0
1849,149,33.81,23.29,8.58,3.86,1,0
1850,101,27.22,17.85,6.26,2.92,0,0
1851,97,34.39,5.88,11.59,1.81,1,0
1852,62,16.81,11.51,10.65,3.29,1,0
1853,78,33.56,25.13,9.53,3.56,0,0
1854,179,19.74,17.15,8.19,3.13,0,0
1855,117,32.49,24.04,3.82,3.24,2,0
1856,63,36.53,16.85,7.69,2.21,0,0
1857,173,49.61,18.22,6.8,2.67,0,1
1858,63,25.38,23.26,9.3,2.46,0,0
1859,78,32.83,14.63,5.83,2.75,0,0
1860,58,33.07,18.16,10.65,2.57,1,0
1861,62,54.59,22.57,8.12,3.11,4,1
1862,108,30.31,16.07,5.81,3.94,0,0
1863,91,27.03,21.68,3.71,2.73,0,0
1864,99,31.04,13.13,8.82,3.27,0,0
1865,141,32.71,13.34,7.91,2.97,0,0
1866,136,18.6,17.64,6.08,3.13,0,0
1867,100,26.13,11.71,9.61,4.29,1,0
1868,112,57.04,18.06,11.93,3.43,2,1
1869,113,10.4,7.85,8.88,3.7,5,1
1870,74,29.26,17.99,8.2,3.13,1,0
1871,51,33.63,18.79,7.59,2.4,1,0
1872,99,21.81,18.3,6.47,3.86,2,0
1873,93,28.03,17.88,10.32,2.11,2,0
1874,101,29.73,22.27,9.45,2.3,1,0
1875,151,26.59,19.84,8.81,2.08,4,0
1876,97,28.63,19.2,8.63,2.3,0,0
1877,115,22.66,15.78,7.27,1.51,2,0
1878,87,19.62,22.32,11.06,3.54,2,0
1879,56,6.41,12.25,10.2,1.32,1,0
1880,21,24.82,9.32,11.13,1.84,0,0
1881,44,49.1,14.95,9.69,2.57,0,1
1882,114,34.36,16.63,13.13,3.59,2,0
1883,93,27.97,19.63,6.75,2.67,4,0
1884,80,25.76,11.19,10.59,3.19,0,0
1885,38,24.21,26.66,5.7,3.62,2,0
1886,119,22.44,14.73,9.16,3.13,1,0
1887,49,40.43,17.76,7.55,4.21,2,1
1888,70,1.34,11.59,7.05,3.27,0,0
1889,114,37.88,15.34,6.81,3.51,0,0
1890,119,48.81,13.54,9.76,3.75,2,1
1891,101,35.12,19.12,11.25,3.94,0,0
1892,75,20.15,18.18,5.97,3.62,2,0
1893,122,20.28,19.03,9.54,2.35,2,0
1894,190,24.29,15.12,5.1,1.78,0,0
1895,77,29.84,17.43,11.03,4.81,4,0
1896,91,39.51,15.81,8.57,3.32,3,0
1897,35,23.48,13.45,9.71,2.78,5,1
1898,110,25.23,16.47,9.27,1.86,0,0
1899,80,47.01,16.63,9.46,1.94,1,1
1900,149,33.37,11.63,6.96,2.08,2,0
1901,153,28.36,12.2,9.48,3.19,0,0
1902,125,21.54,17.51,11.15,3.59,1,0
1903,114,25.01,13.69,12.42,2.43,5,1
1904,119,27.2,17.81,3.7,2.35,5,1
1905,38,29.87,18.0,6.21,2.48,5,1
1906,225,28.12,23.26,9.45,2.35,0,1
1907,53,24.96,26.35,8.04,1.94,0,0
1908,73,40.85,13.81,10.44,3.21,0,0
1909,92,34.32,19.28,9.79,3.7,3,0
1910,63,36.41,15.4,7.83,2.78,0,0
1911,61,39.81,18.42,5.88,3.75,1,0
1912,138,40.94,12.28,5.66,3.13,0,0
1913,79,25.87,15.06,4.34,1.43,1,0
1914,134,13.65,16.99,7.69,4.48,0,0
1915,29,26.76,12.33,12.68,2.51,1,0
1916,106,35.34,14.62,8.63,3.89,4,0
1917,132,35.05,17.95,8.83,2.75,1,0
1918,97,20.59,22.12,10.01,2.24,3,0
1919,121,43.2,15.32,8.83,2.35,3,0
1920,125,40.14,24.58,7.89,2.46,2,0
1921,93,53.04,11.0,9.79,2.84,0,1
1922,53,27.9,17.51,8.76,3.08,1,0
1923,122,23.82,19.67,8.46,3.02,2,0
1924,118,26.15,10.48,5.3,2.48,1,0
1925,31,29.21,20.46,11.05,2.86,1,0
1926,86,37.67,24.51,10.81,2.43,1,0
1927,142,38.15,12.41,10.86,2.38,1,0
1928,88,9.45,20.63,7.93,3.05,0,0
1929,60,37.5,17.94,11.21,1.84,1,0
1930,119,29.41,17.8,10.4,3.29,0,0
1931,67,19.65,20.2,7.65,2.67,2,0
1932,173,18.6,8.61,7.53,2.11,1,0
1933,104,18.55,15.9,9.75,2.7,3,0
1934,122,39.3,22.76,10.81,2.38,1,1
1935,91,24.84,23.58,6.2,1.67,1,0
1936,33,27.88,13.01,5.57,1.73,0,0
1937,155,10.47,21.68,10.17,3.35,1,0
1938,110,22.42,23.18,8.68,1.92,1,0
1939,111,34.94,18.64,9.72,3.78,1,0
1940,101,19.4,13.73,7.93,3.51,2,0
1941,133,20.03,16.93,10.98,3.19,0,1
1942,184,36.35,13.57,6.26,1.35,2,0
1943,70,33.54,25.99,7.69,1.81,1,0
1944,146,30.02,13.83,9.7,3.94,1,0
1945,105,46.7,16.45,13.48,2.92,3,0
1946,116,32.66,26.6,5.86,2.13,3,0
1947,105,21.32,22.23,10.87,3.08,2,0
1948,69,31.18,20.2,10.26,2.43,3,0
1949,86,21.81,16.75,6.23,3.29,7,1
1950,130,29.97,17.09,7.29,3.05,1,0
1951,74,17.46,12.69,8.46,2.97,0,0
1952,74,25.25,12.45,13.01,2.67,3,0
1953,16,18.7,12.52,8.57,1.73,0,0
1954,118,29.04,16.96,7.64,2.59,5,1
1955,80,35.07,13.17,11.86,3.35,0,0
1956,24,41.12,12.34,9.65,1.78,1,0
1957,60,49.27,21.73,10.93,3.16,2,1
1958,57,32.18,14.87,9.99,3.02,3,0
1959,52,36.5,13.48,5.55,2.54,2,0
1960,55,22.19,17.71,6.37,2.97,4,1
1961,50,32.11,17.33,6.83,3.13,3,0
1962,101,32.93,15.86,10.04,3.13,0,0
1963,55,20.35,19.7,10.0,1.24,2,0
1964,138,28.78,18.52,8.29,2.54,1,0
1965,116,26.47,15.76,8.67,2.21,3,0
1966,118,37.98,18.75,9.18,1.7,0,0
1967,132,30.79,26.72,11.1,1.13,2,0
1968,27,39.46,17.92,7.44,4.05,5,0
1969,60,30.65,17.68,8.15,3.46,2,0
1970,111,13.31,16.85,11.18,3.27,1,0
1971,45,33.42,26.62,7.35,3.21,0,0
1972,101,26.15,19.89,8.83,3.13,4,0
1973,105,46.56,23.68,11.49,2.94,1,1
1974,64,26.28,7.09,7.47,3.59,1,0
1975,90,35.22,24.86,10.18,2.16,2,0
1976,102,38.11,20.68,6.65,3.24,3,0
1977,163,27.2,16.1,10.35,2.81,1,0
1978,75,26.04,17.92,6.91,2.11,1,0
1979,127,38.13,15.78,7.17,2.7,2,0
1980,138,35.9,26.56,8.01,2.89,3,1
1981,82,31.59,23.5,8.64,1.54,4,0
1982,123,35.17,20.8,9.97,2.08,3,0
1983,101,37.01,19.69,8.34,0.0,3,0
1984,188,33.8,14.16,8.93,3.89,1,1
1985,76,34.68,19.13,10.81,2.59,1,0
1986,59,33.15,16.87,13.69,4.0,0,0
1987,93,25.43,17.06,8.15,3.86,0,0
1988,67,25.93,21.45,8.34,1.32,2,0
1989,70,39.15,6.62,11.12,3.56,1,0
1990,116,33.64,14.29,10.79,3.24,1,0
1991,161,26.3,15.11,7.78,1.59,4,1
1992,101,26.59,11.08,9.33,1.97,1,0
1993,169,25.02,13.76,6.39,1.94,3,0
1994,101,35.63,19.45,7.76,2.05,3,0
1995,194,32.86,14.37,10.13,3.19,0,0
1996,137,19.55,11.71,10.08,1.97,3,0
1997,121,11.68,17.78,8.88,3.08,1,0
1998,24,40.17,16.22,5.81,1.94,3,0
1999,114,32.27,12.55,7.77,2.86,1,0
2000,94,39.64,9.63,5.31,4.35,0,0
2001,127,17.48,12.21,8.61,2.7,1,0
2002,15,20.59,18.36,10.58,4.35,2,0
2003,58,28.12,9.83,8.72,3.46,2,0
2004,149,41.23,20.86,9.88,2.7,3,1
2005,96,29.36,10.21,9.72,2.78,5,1
2006,151,33.78,17.81,12.69,3.35,0,0
2007,143,31.72,18.87,10.57,3.13,1,0
2008,123,35.6,20.18,10.76,2.65,1,0
2009,117,24.36,17.96,8.33,3.11,1,0
2010,136,33.86,18.25,6.79,3.19,1,0
2011,85,29.99,19.12,9.88,3.11,1,0
2012,103,26.98,16.86,8.15,2.84,1,0
2013,102,34.1,12.96,8.97,2.08,3,0
2014,76,15.39,17.99,8.77,2.51,1,0
2015,83,22.92,14.21,7.27,2.08,2,0
2016,184,25.79,15.17,10.31,3.54,2,0
2017,142,40.77,24.3,11.55,2.57,0,0
2018,93,37.18,9.78,8.67,2.54,2,0
2019,101,39.32,19.1,9.66,1.94,1,0
2020,107,15.42,17.64,7.62,1.51,2,0
2021,92,31.28,6.49,8.33,3.43,2,0
2022,135,40.78,15.05,9.77,1.59,2,0
2023,19,34.26,10.98,9.93,3.48,1,0
2024,105,25.5,24.97,11.28,2.78,3,0
2025,41,35.24,11.67,5.21,1.59,1,0
2026,98,30.87,18.76,10.63,3.48,2,0
2027,115,30.38,23.04,11.07,4.43,2,0
2028,110,40.17,16.65,8.26,2.62,1,0
2029,115,48.69,17.48,8.61,1.86,1,1
2030,119,36.91,18.77,11.23,2.16,2,0
2031,135,26.38,11.55,8.31,1.03,3,0
2032,86,14.2,18.79,15.74,3.4,0,0
2033,51,26.11,19.8,9.64,3.81,0,1
2034,130,26.18,17.5,10.52,3.48,1,0
2035,70,37.88,18.35,10.06,0.0,1,0
2036,75,18.53,22.04,8.19,3.59,4,1
2037,101,42.26,14.87,9.32,1.65,3,0
2038,45,16.34,20.98,10.34,2.62,1,0
2039,54,35.17,10.86,8.96,2.48,3,0
2040,74,23.24,19.43,11.94,2.65,0,0
2041,177,42.28,14.65,8.64,3.05,1,1
2042,21,23.1,23.04,8.06,2.57,6,0
2043,130,11.63,16.43,7.72,2.81,0,0
2044,120,40.7,22.05,10.71,2.08,0,0
2045,130,26.5,21.77,11.83,3.16,3,0
2046,66,26.18,16.91,6.84,2.57,4,1
2047,47,29.39,11.7,9.17,2.24,1,0
2048,171,23.38,16.84,13.17,3.59,2,0
2049,33,32.4,13.74,8.55,3.51,1,0
2050,93,25.74,15.84,7.76,2.94,0,0
2051,137,29.58,13.71,11.73,3.08,2,0
2052,92,47.79,16.83,4.24,2.03,0,0
2053,115,24.94,9.03,8.9,3.0,2,0
2054,72,35.33,16.63,8.32,3.54,0,0
2055,123,27.05,20.54,9.11,1.76,1,0
2056,158,35.68,18.81,9.45,2.21,1,0
2057,180,23.63,19.12,7.69,4.24,2,0
2058,160,28.36,20.06,13.84,2.51,1,0
2059,191,27.54,20.5,9.47,2.94,1,0
2060,123,45.97,20.83,4.9,4.16,1,0
2061,102,23.36,15.02,8.47,2.75,2,0
2062,138,48.65,15.91,6.58,2.97,2,1
2063,86,36.77,22.64,9.63,1.22,0,0
2064,106,19.45,6.66,10.47,0.0,2,0
2065,70,25.23,22.7,6.82,2.4,0,0
2066,126,19.43,16.18,10.82,3.4,3,0
2067,95,28.17,18.33,10.95,2.65,0,0
2068,72,29.84,11.25,10.93,3.19,1,0
2069,122,24.87,18.59,10.62,3.11,1,0
2070,97,40.27,13.4,10.85,1.97,0,1
2071,110,22.97,17.44,7.48,3.16,1,0
2072,83,57.36,19.33,6.93,4.27,0,1
2073,36,33.46,21.67,6.22,5.4,0,1
2074,88,12.46,13.72,10.78,2.21,4,1
2075,97,24.82,17.26,6.83,3.59,1,0
2076,42,31.37,17.04,12.56,2.38,2,0
2077,106,14.21,17.33,10.33,2.19,1,0
2078,147,36.18,17.35,7.03,2.75,1,0
2079,80,33.97,14.2,12.23,1.49,1,0
2080,101,32.42,17.73,9.17,2.38,1,0
2081,35,44.34,21.94,5.91,1.57,1,0
2082,121,28.66,14.33,4.29,3.32,1,0
2083,75,28.27,13.45,11.55,1.65,1,0
2084,185,26.74,21.9,8.57,2.59,0,0
2085,133,41.79,22.5,5.03,3.02,0,0
2086,177,39.58,14.89,9.55,3.38,2,0
2087,116,22.0,13.37,9.7,3.59,0,0
2088,109,27.64,13.09,9.44,3.11,0,0
2089,139,23.48,13.98,6.07,2.24,1,0
2090,116,45.66,15.15,7.48,3.13,2,0
2091,54,27.17,22.44,5.21,2.62,2,0
2092,67,31.65,24.37,7.39,3.48,2,0
2093,108,29.02,9.34,7.46,2.35,3,0
2094,120,34.05,18.73,11.42,2.84,0,0
2095,100,44.97,16.49,11.82,2.03,2,1
2096,135,32.45,13.72,10.44,2.27,1,0
2097,122,29.51,7.79,9.53,2.62,3,0
2098,83,22.51,10.34,8.9,2.32,1,0
2099,33,27.12,16.61,4.61,1.92,1,0
2100,27,14.04,17.34,10.09,2.46,1,0
2101,92,30.84,13.98,7.69,2.94,2,0
2102,1,29.78,12.89,10.37,1.43,1,0
2103,117,13.63,18.62,5.52,2.32,1,0
2104,86,25.59,10.23,12.2,2.43,1,0
2105,107,47.79,12.21,10.77,3.02,1,0
2106,174,40.04,12.1,14.25,3.38,0,0
2107,50,31.21,4.98,9.12,2.35,1,0
2108,26,39.87,18.4,8.62,0.95,3,0
2109,116,36.94,18.37,6.66,3.05,2,0
2110,91,22.08,14.73,11.12,3.02,3,0
2111,138,12.89,14.76,7.32,2.21,0,0
2112,16,26.04,19.52,6.67,2.89,1,0
2113,149,40.39,16.35,9.33,2.46,0,0
2114,190,30.97,18.05,10.49,2.51,2,0
2115,80,33.59,13.98,4.23,1.73,1,0
2116,13,24.33,20.37,9.98,1.92,2,0
2117,84,22.13,23.63,13.74,3.78,2,0
2118,170,41.89,19.39,7.49,2.46,0,0
2119,68,37.88,14.94,9.09,2.97,3,0
2120,92,29.43,20.43,10.49,2.43,1,0
2121,120,30.33,14.31,5.42,2.51,1,0
2122,132,34.32,13.29,5.91,3.7,0,0
2123,96,34.1,24.61,4.42,3.02,2,0
2124,98,36.86,16.22,8.44,2.97,0,0
2125,68,33.22,18.03,6.23,4.08,1,0
2126,55,48.57,19.63,10.38,4.0,0,1
2127,114,31.93,13.14,9.63,2.73,2,0
2128,55,35.31,16.97,9.74,1.97,1,0
2129,105,20.28,15.73,7.07,2.94,2,0
2130,124,24.57,22.3,10.19,3.24,2,0
2131,119,32.37,18.33,7.25,2.7,2,0
2132,120,30.6,19.06,11.94,1.27,3,0
2133,99,23.92,17.93,10.35,3.35,2,0
2134,17,27.68,19.52,14.97,3.67,0,1
2135,25,20.28,17.98,12.1,2.84,3,0
2136,99,26.4,22.58,6.56,3.35,0,0
2137,155,36.84,12.27,6.09,2.92,2,0
2138,3,11.46,20.74,12.65,3.08,2,0
2139,121,21.47,17.82,8.66,2.86,1,0
2140,5,33.86,15.92,9.63,3.59,3,0
2141,71,47.41,16.17,11.48,3.16,0,1
2142,106,32.91,20.25,7.94,3.48,0,0
2143,87,34.82,13.69,12.86,2.57,0,0
2144,80,45.68,25.59,7.52,1.57,2,1
2145,109,26.03,19.9,14.81,2.67,3,0
2146,143,22.68,19.03,8.12,2.75,1,0
2147,66,35.48,14.73,11.91,2.24,3,0
2148,85,38.25,15.04,8.74,1.92,3,0
2149,132,13.79,20.84,10.67,2.78,0,0
2150,121,36.64,20.55,6.61,2.59,1,0
2151,189,38.73,14.41,9.05,1.51,3,0
2152,102,46.44,17.94,9.17,3.54,2,1
2153,85,35.34,19.85,9.96,3.65,1,0
2154,101,37.35,15.88,8.3,2.57,2,0
2155,82,56.07,17.71,12.02,2.86,0,1
2156,71,35.19,14.77,8.03,3.27,1,0
2157,103,34.83,11.49,9.37,2.81,5,0
2158,150,36.38,16.35,10.92,2.13,1,0
2159,77,32.22,17.6,9.63,2.48,0,0
2160,89,23.44,16.37,11.51,2.97,1,0
2161,170,48.57,14.24,11.7,2.35,1,1
2162,64,34.07,11.14,10.38,2.05,1,0
2163,71,35.9,21.48,10.16,3.32,0,0
2164,113,34.73,16.05,6.27,2.48,1,0
2165,65,36.28,19.93,11.25,0.73,1,0
2166,82,35.19,19.8,7.76,2.46,3,0
2167,94,33.51,18.23,12.7,2.57,4,0
2168,89,21.35,18.11,8.18,1.46,1,0
2169,120,37.72,21.65,11.27,1.94,2,0
2170,107,32.25,13.27,10.98,2.24,5,0
2171,159,26.11,18.44,7.26,3.4,2,0
2172,62,17.0,14.75,9.81,2.73,0,0
2173,32,41.4,20.13,7.8,2.43,1,0
2174,152,38.78,11.59,8.88,2.43,1,0
2175,80,20.08,12.27,10.13,2.21,1,0
2176,73,36.41,16.73,7.11,1.59,0,0
2177,112,35.48,18.09,8.01,2.3,0,0
2178,151,36.5,11.77,7.61,2.32,1,0
2179,81,22.08,19.56,6.32,3.59,0,0
2180,13,45.1,12.55,11.67,3.48,1,0
2181,56,21.61,14.63,8.76,3.27,1,0
2182,64,44.52,12.59,6.53,3.73,0,0
2183,172,29.33,21.51,9.97,1.59,0,0
2184,148,37.18,13.23,12.48,2.21,1,0
2185,166,34.58,14.25,5.94,2.48,2,0
2186,130,19.65,14.26,6.38,3.4,1,0
2187,151,30.38,24.83,11.97,2.65,0,0
2188,140,25.45,18.06,11.07,3.4,3,0
2189,60,16.69,15.34,10.06,2.51,2,0
2190,94,32.4,12.95,6.51,2.03,1,0
2191,139,26.79,21.0,11.66,3.7,0,0
2192,180,39.41,19.8,9.31,2.05,1,0
2193,105,14.98,14.95,12.15,2.62,2,0
2194,136,24.33,20.11,10.25,3.08,2,0
2195,66,20.06,21.09,9.65,1.43,1,0
2196,162,12.02,13.39,6.97,2.46,4,1
2197,79,22.9,16.12,9.96,3.19,2,0
2198,101,0.0,16.33,7.6,1.94,1,0
2199,127,30.07,14.27,8.2,2.08,1,1
2200,45,35.29,12.98,9.8,3.35,1,0
2201,118,15.56,18.69,10.31,3.43,2,0
2202,132,20.66,21.51,8.81,2.89,1,0
2203,168,31.14,15.23,13.18,2.67,2,0
2204,52,28.14,17.47,9.61,3.29,0,0
2205,85,28.19,16.15,6.48,2.94,5,1
2206,131,29.04,20.12,13.25,3.43,1,0
2207,112,32.2,18.62,7.56,1.92,3,0
2208,100,11.65,28.65,9.23,3.27,0,0
2209,125,16.41,12.39,7.85,2.54,1,0
2210,136,15.37,17.11,10.22,3.54,0,0
2211,70,22.08,17.74,10.41,3.86,1,0
2212,112,19.69,20.68,8.31,3.54,1,0
2213,53,9.78,22.57,10.99,3.13,3,0
2214,107,26.71,13.82,6.75,3.27,1,0
2215,193,12.1,10.6,7.0,3.16,0,0
2216,55,48.74,11.42,8.68,1.86,2,0
2217,146,19.65,18.16,9.83,2.89,1,0
2218,104,26.55,16.41,10.02,3.54,1,0
2219,88,30.92,12.88,6.44,2.03,1,0
2220,67,18.55,12.1,4.1,2.94,2,0
2221,17,27.46,18.21,14.18,2.32,1,0
2222,144,32.27,10.49,9.64,1.76,2,1
2223,100,27.18,15.29,6.95,3.13,2,1
2224,126,21.98,15.0,6.95,2.59,1,0
2225,124,25.67,10.25,6.88,2.48,2,0
2226,150,28.76,18.43,8.07,3.4,1,0
2227,99,32.5,13.93,10.96,3.81,1,0
2228,69,38.59,21.99,7.64,2.4,2,0
2229,86,20.23,19.55,10.66,2.57,0,0
2230,90,16.12,18.62,8.88,3.08,1,0
2231,134,24.09,17.48,9.83,2.38,0,0
2232,74,39.85,22.6,10.86,3.7,0,0
2233,59,27.12,14.21,6.24,2.75,0,0
2234,105,17.32,18.96,10.87,3.48,0,0
2235,179,48.84,24.48,11.97,2.84,0,1
2236,35,26.96,11.08,10.34,1.86,2,0
2237,55,37.83,14.58,16.99,2.62,1,0
2238,108,36.65,16.6,8.75,0.97,1,0
2239,94,45.76,16.47,11.59,2.4,3,1
2240,117,16.51,19.38,10.8,2.86,1,0
2241,131,31.94,17.04,9.12,2.75,2,0
2242,46,43.76,22.19,9.2,3.62,2,1
2243,87,40.94,6.45,10.11,1.92,2,0
2244,102,38.2,11.0,7.54,4.27,1,0
2245,150,30.41,14.37,6.69,3.73,4,1
2246,79,17.53,20.66,3.44,3.29,3,0
2247,95,48.13,24.33,11.78,3.05,3,0
2248,145,6.72,22.47,8.36,2.7,0,0
2249,52,32.62,22.93,10.66,2.11,3,0
2250,77,17.54,20.09,9.16,3.21,0,1
2251,90,28.73,16.05,9.6,3.59,0,1
2252,22,18.75,14.15,9.1,2.57,0,0
2253,10,31.11,18.26,9.29,2.35,2,0
2254,90,6.43,13.2,7.88,3.83,3,0
2255,100,34.65,24.06,8.88,3.38,0,0
2256,131,16.05,18.28,8.09,3.54,2,0
2257,94,15.76,10.86,10.15,2.67,3,0
2258,221,30.69,19.05,9.26,0.65,0,0
2259,123,27.12,25.82,10.21,3.24,0,0
2260,148,35.43,14.82,13.98,3.02,1,0
2261,93,19.43,18.79,5.68,2.94,0,0
2262,135,34.31,19.13,9.2,2.78,1,0
2263,58,40.61,15.91,8.15,3.19,2,0
2264,117,24.58,22.0,11.39,2.0,2,0
2265,106,28.1,17.85,8.42,2.3,2,0
2266,42,51.66,19.74,6.62,1.57,1,1
2267,82,35.5,18.16,7.88,3.35,3,0
2268,75,20.88,17.96,11.76,2.89,2,0
2269,128,45.07,16.78,11.01,2.7,1,0
